pmid	lane_before_llm	gate_reason	model_p	final_decision	final_reason	topic_relevance	sem_intent	sem_seed	graph_ppr_pct	graph_links_frac	year_scaled	abstract_len_bin	pub_types	year	title	abstract
36788057	sent_to_llm		1.0000	borderline	off_topic	adjacent_review	0.6182	0.6182	0.0	0.0000	0.8000	normal	Journal Article	2023	Development of a five point enhanced recovery protocol for pectus excavatum surgery.	We implemented and evaluated an Enhanced Recovery after Surgery (ERAS) protocol for Nuss procedures consisting of patient education, bowel management, pre/post-operative transitional pain service involvement, serratus anterior plane blocks and intercostal nerve cryoablation. A 5-point ERAS protocol was implemented using multiple plan-do-study-act (PDSA) cycles. Data was collected prospectively for patients in the full ERAS protocol and retrospectively for previous patients. The primary outcome was length of stay (LOS). Secondary outcomes were opioid consumption, pain scores, protocol compliance and patient satisfaction. The impact of PDSA cycles and the ERAS protocol was quantified using statistical process control charts and Mann Whitney U test. A total of 53 patients were identified, 13 within the ERAS protocol and 40 prior to introduction. There was no difference in age, sex, or Haller index between the two cohorts. The median LOS was decreased by 3 days in the ERAS cohort (P = 0.00001). There was decreased opioid consumption on post-operative day 1 (1.47 vs 1.96 MME/kg, p = 0.009) and overall (3.12 vs 6.35 MME/kg, p = 0.0042) in the ERAS cohort. Median pain scores did not differ between cohorts. ERAS bundle element compliance was: education 92%, bowel management 100%, transitional pain involvement 100%, serratus block 100% and cryoablation 100%. The 1-month survey revealed that 92% of patients were satisfied with their experience. Our results demonstrate significant reduction in LOS and a trend to decreasing opioid consumption in hospital following ERAS protocol implementation and support the further application of ERAS protocols in pediatrics. III - Retrospective comparative study.
36737261	sent_to_llm		1.0000	borderline	insufficient_info	primary_rct	0.7156	0.7156	0.0	0.0000	0.8000	normal	Journal Article	2023	Initial Outcomes Using Cryoablation in Surgical Management of Slipping Rib Syndrome.	Minimally invasive repair of pectus excavatum (MIRPE) and cartilaginous rib excision (CRE) for slipping rib syndrome (SRS) are painful procedures. Intercostal nerve cryoablation (Cryo) controls pain and decreases opioid use in MIRPE. Herein, we describe our experience with cryoablation in CRE. A retrospective chart review was performed of all patients undergoing CRE between 2018 and 2022. Data on demographics, clinical characteristics, operative details, and hospital course were collected. A total of 98 patients underwent CRE: 68 CRE without cryo, 22 CRE + Cryo, and 8 combined MIRPE + CRE + Cryo. Ninety percent of patients underwent bioabsorbable rib plating. Patients were predominantly female (79%, 73%, 50% respectively) with median ages 17.6, 16.9, and 14.2 years respectively. CRE + Cryo patients used significantly less opioids in hospital (0.6 OME/kg [0.1,1.2]) compared to CRE without cryo (1.0 OME/kg [0.6,2.1]), p < 0.05. The median length of stay (LOS) in CRE + Cryo was 1 day [1,2] compared to 2 days in CRE without cryo [1,2], p = 0.09. MIRPE + CRE + Cryo patients used 0.6 OME/kg [0.2,8.0] with a 2 day [1,5.5] LOS. Ninety-one percent of Cryo patients had cryoablation of T9 and/or T10 intercostal nerves, with no documented abdominal wall laxity at median follow-up of 16 days. Cryo was applied extra-thoracically in CRE + cryo without thoracoscopy or lung isolation, while MIRPE + CRE + Cryo used a combination extra-/intra-thoracic cryoablation in with thoracoscopy. Intercostal nerve cryoablation reduces opioid use and LOS in patients undergoing cartilaginous rib excision for slipping rib syndrome. Cryotherapy to as low as T10 did not result in abdominal wall laxity and can be applied extra-thoracically without the need for thoracoscopy. Ongoing prospective studies are required to assess the long-term outcomes. III.
36646539	sent_to_llm		1.0000	include	off_topic	primary_rct	0.8713	0.8713	0.0	0.0000	0.7000	normal	Journal Article	2022	Cost and outcomes of intercostal nerve cryoablation versus thoracic epidural following the Nuss procedure.	Pectus excavatum is the most common congenital chest wall abnormality, with the Nuss procedure being the most commonly performed repair. Pain control is the predominant factor in the postoperative treatment of these patients. This study aims to compare the cost and outcomes of intercostal nerve cryoablation (INC) and thoracic epidural (TE) in patients undergoing the Nuss procedure. A retrospective chart review was conducted at our institution for all patients who underwent the Nuss procedure for pectus excavatum from 2002 to 2020. Patients were stratified by pain management strategy, INC vs. TE. Chi-square and Fisher's exact were used to compare categorical variables. Wilcoxon tests were used to evaluate continuous variables and costs. A total of 158 patients were identified. Of these, 80.4% (N = 127) were treated with epidural, while 19.6% (N = 31) were treated with intercostal nerve cryoablation. The INC group had lower rates of PCA use (35.5% vs. 93.7%, p < 0.001), lower total morphine milligram equivalent requirement (27.0 vs. 290.8, p < 0.001), and shorter length of stay (3.2 days vs. 5.3 days, p < 0.001) compared to the TE group. INC was also associated with longer operative times (153.0 min vs. 89.0 min, p < 0.001). The total hospitalization cost for the INC group was higher compared to the TE group ($24,742.5 vs $21,621.9, p = 0.001). In patients undergoing the Nuss procedure, compared to thoracic epidural, INC was associated with lower opioid use and shorter length of stay but at the cost of longer operative time and increased hospitalization cost. Treatment Study, Level III.
36427448	sent_to_llm		1.0000	include	off_topic	primary_rct	0.7177	0.7177	0.0	0.0000	0.7000	normal	Journal Article	2022	Intercostal Nerve Cryoablation is Associated with Reduced Opioid Use in Pediatric Oncology Patients.	Intercostal nerve cryoablation reduces postoperative pain in adults undergoing thoracotomy and children undergoing pectus excavatum repair. We hypothesize that cryoablation is associated with decreased post-thoracotomy pain and opioid use in pediatric oncology patients. A single-center retrospective cohort study was performed for oncology patients who underwent thoracotomy from January 1, 2017 to May 31, 2021. Outcomes included postoperative opioid use measured in morphine milligram equivalents per kilogram (MME/kg), pain scores (scale 0-10), and opioid prescription at discharge. Univariable analysis compared patients who received cryoablation to patients who did not receive cryoablation. Multivariable regression analysis controlling for age and prior thoracotomy evaluated associations between cryoablation and postoperative pain. Overall, 32 patients (19 males:13 females) underwent thoracotomy with 16 who underwent >1 thoracotomy resulting in 53 thoracotomies included for analysis. Cryoablation was used in 14 of 53 (26.4%) thoracotomies. Throughout the postoperative hospitalization, patients receiving cryoablation during thoracotomy consumed less opioids compared to patients who did not receive cryoablation (median 0.38 MME/kg, interquartile range [IQR] 0.20-1.15 versus median 1.47 MME/kg, IQR 0.71-4.02, P < 0.01). Maximum pain scores were lower in cryoablation patients (median 6, IQR 5-8) than noncryoablation patients (median 8, IQR 6-10), with a significant difference observed on postoperative day 4 (P = 0.01). Cryoablation patients were also less frequently prescribed opioids at discharge (21.4% versus 58.97%, P = 0.02). Multivariable regression demonstrated that cryoablation was associated with 2.59 MME/kg less opioid use (95% confidence interval -4.56 to -0.63) and decreased likelihood of opioid prescription at discharge (adjusted odds ratio 0.14, 95% confidence interval 0.03-0.67). Cryoablation is significantly associated with decreased post-thoracotomy pain and opioid use in pediatric cancer patients and should be considered in postoperative pain regimens.
36350702	sent_to_llm		1.0000	include	off_topic	primary_rct	0.7591	0.7591	0.0	0.0000	0.7000	normal	Journal Article	2022	Intercostal Nerve Cryoablation in Minimally Invasive Repair of Pectus Excavatum: Effect on Pulmonary Function.	Introduction: Cryoablation of intercostal nerves is performed for pain control after minimally invasive repair of pectus excavatum (MIRPE). Cryoablation affects both sensory and motor neurons, resulting in temporary anesthesia to the chest wall and loss of intercostal motor function. The study objective is to determine the effect of cryoablation on incentive spirometry (IS) volumes, as a measure of pulmonary function, after MIRPE. Materials and Methods: A single-institution retrospective review of pediatric patients undergoing MIRPE was performed. All patients received a multimodal regimen (MMR) of analgesics postoperatively. Three groups were compared-cryoablation (CRYO), elastomeric pain pump (EPP), and MMR alone. The primary outcomes were postoperative IS volumes and IS volumes as a ratio of preoperative forced vital capacity (FVC). Secondary outcomes included pain scores, opioid use, length of stay (LOS), and infectious complications. Results: MIRPE was performed in 115 patients: 50 CRYO, 50 EPP, and 15 MMR alone. Groups were similar for demographics and pectus excavatum severity. Postoperative spirometry measurements were similar across groups: IS (CRYO 750 mL [500,961] versus EPP 750 mL [590,1019] versus MMR 696 mL [500,1037], P = .77); IS/FVC (CRYO 0.19 [0.14,0.26] versus EPP 0.20 [0.16,0.26] versus MMR 0.16 [0.15,0.24], P = .69). Although pain scores were also similar across groups, CRYO patients used less opioid (P < .05) and had shorter LOS (P < .05). Postoperative pneumonia was rare and similar across groups (P = 1.00). Conclusion: Intercostal nerve cryoablation during MIRPE does not adversely affect postoperative IS volumes or increase pneumonia rate, despite the temporary loss of motor innervation to intercostal muscles. Cryoablation provides effective pain control with less opioid use.
36283847	sent_to_llm		1.0000	include	off_topic	primary_rct	0.7719	0.7719	0.0	0.0000	0.7000	normal	Journal Article	2022	Effectiveness of one minute per level intercostal nerve cryoablation for postoperative analgesia after surgical correction of pectus excavatum.	Intraoperative intercostal nerve cryoablation has emerged as a promising modality for postoperative analgesia following Surgical Correction of Pectus Excavatum (SCOPE). Most centers use two-minute cryoablation per level, although data from histologic and adult studies suggest the effectiveness of one-minute freezes. We aimed to describe our center's experience with one minute per level cryoablation. A retrospective single institution review of patients undergoing SCOPE was performed to compare patients pre- and post-intercostal nerve cryoablation implementation. Cryoablation was performed as one minute for each of the thoracic intercostal nerves T3-T7. Multivariable regression analyses were conducted to compare the outcomes and cost between pre- and post-implementation groups. During the study period, 198 patients underwent SCOPE with one Nuss bar, receiving either intraoperative intercostal nerve cryoablation (Cryo, n = 100) or preoperative thoracic paravertebral catheters (NoCryo, n = 98). Surgical time was on average 9 min longer for the Cryo group (p<0.01). Median length of stay for the Cryo group was 3 days shorter compared to the NoCryo group (p<0.01). The Cryo group had a 19-fold and 5.6-fold reduction in average inpatient and total postoperative opioid usage, respectively (p<0.01). Total hospital costs were significantly lower in the Cryo group (p<0.01). Overall complication rate was not statistically significant different between the two groups. Intraoperative one minute per level cryoablation is a potent approach to postoperative analgesia for SCOPE patients that led to a shorter hospital length of stay, lower hospital costs, and decreased opioid use compared to conventional analgesia at our institution. Pediatric surgeons performing correction of chest wall deformities should consider offering this technique.
35489402	sent_to_llm		1.0000	include	off_topic	primary_rct	0.7781	0.7781	0.0	0.0000	0.7000	normal	Journal Article	2022	Association of Intercostal Nerve Cryoablation During Nuss Procedure With Complications and Costs.	Intercostal nerve cryoablation with the Nuss procedure has been shown to decrease opioid requirements and hospital length of stay; however, few studies have evaluated the impact on complications and hospital costs. A retrospective cohort study was performed for all Nuss procedures at our institution from 2016 through 2020. Outcomes were compared across 4 pain modalities: cryoablation with standardized pain regimen (n = 98), patient-controlled analgesia (PCA; n = 96), epidural (n = 36), and PCA with peripheral nerve block (PNB; n = 35). Outcomes collected included length of stay, opioid use, variable direct costs, and postoperative complications. Univariate and multivariate hierarchical regression analysis was used to compare outcomes between the pain modalities. Cryoablation was associated with increased total hospital cost compared with PCA (cryoablation, $11 145; PCA, $8975; P < .01), but not when compared with epidural ($9678) or PCA with PNB ($10 303). The primary driver for increased costs was operating room supplies (PCA, $2741; epidural, $2767; PCA with PNB, $3157; and cryoablation, $5938; P < .01). With multivariate analysis, cryoablation was associated with decreased length of stay (-1.94; 95% CI, -2.30 to -1.57), opioid use during hospitalization (-3.54; 95% CI, -4.81 to -2.28), and urinary retention (0.13; 95% CI, 0.05-0.35). Cryoablation significantly reduces opioid requirements and length of stay relative to alternative modalities, but it was associated with an increase in total hospital costs relative to PCA, but not epidural or PCA with PNB. Cryoablation was not associated with allodynia or slipped bars requiring reoperation.
35379492	sent_to_llm		1.0000	include	off_topic	primary_rct	0.7284	0.7284	0.0	0.0000	0.7000	normal	Journal Article	2022	Cryoablation is associated with shorter length-of-stay and reduced opioid use after the Ravitch procedure.	The use of intercostal nerve cryoablation (INC) is becoming increasingly common in patients undergoing pectus repair. This study sought to evaluate the use of INC compared to traditional use of thoracic epidural (TE) in patients undergoing the modified Ravitch procedure. A retrospective review of 37 patients undergoing the modified Ravitch repair with either INC or TE from March 2009 to July 2021 was conducted. The operations were performed by four surgeons who worked together at four different hospitals and have the same standardized practice. The primary outcome measure was hospital length of stay (LOS). Secondary variables included surgical time, total operating room time, operating room time cost, total hospital cost, inpatient opioid use, long term opioid use after discharge, and post-operative complications. LOS decreased to 2.8 days in the INC group compared to 6 days in the TE group (p<0.0001). Surgical time and total OR time was increased in the INC group. The INC group experienced significantly lower hospital costs (p<0.01). Total hospital opioid administration was significantly lower in INC group, and there was a significant decrease in long term opioid use in the INC group (p<0.0001). INC is a newer modality that decreases LOS, controls pain, and results in overall cost savings for patients undergoing the modified Ravitch procedure. We recommend that INC be included in the current practice for postoperative pain control in pectus disorder patients undergoing the modified Ravitch procedure.
35290267	sent_to_llm		1.0000	include	off_topic	primary_rct	0.7363	0.7363	0.0	0.0000	0.7000	normal	Journal Article	2022	Impact of Cryoablation on Pectus Excavatum Repair in Pediatric Patients.	Minimally invasive repair of pectus excavatum (MIRPE) involves placement of a transthoracic, retrosternal support bar under thoracoscopic guidance. Despite its minimally invasive technical approach, postoperative pain is a significant morbidity that often results in increased length of stay. Multi-modal pain control strategies have been used in the past with limited success. Recently, the use of intraoperative intercostal nerve cryoablation (CA) has been added. In the present study, we aim to evaluate the effects of CA on postoperative pain control, opioid requirements, and perioperative outcomes. A single-center, retrospective chart review of all patients (less than 18 years old) who underwent MIRPE from 2009 to 2020 was performed. CA was started in June 2018. Data collection included demographics, preoperative characteristics, intraoperative findings, and postoperative outcomes. We hypothesized that CA would be associated with improved pain scores, lower doses of total inpatient opioid requirement, and shorter length of stay (LOS). One hundred sixty-one patients met inclusion criteria: 75 underwent intraoperative CA and 86 underwent MIRPE without CA (NCA group). CA significantly decreased median LOS from 4 days in NCA to 2 days; the use of CA was the only significant predictor of LOS on linear regression. CA was also associated with decreased total PCA, intravenous opioid, and oral opioid dosages. There was no difference in inpatient pain scores and a slight increase in mean procedure time. However, CA was associated with significantly decreased postoperative complications. The use of cryoablation during MIRPE significantly decreases LOS, perioperative opioid requirements, and postoperative complications, with a minimal increase in operative time. Cryoablation is an effective pain control modality in the surgical management of chest wall deformities in children.
35277249	sent_to_llm		1.0000	include	off_topic	primary_rct	0.7239	0.7239	0.0	0.0000	0.7000	normal	Journal Article;Observational Study	2022	Short and long term outcomes of using cryoablation for postoperative pain control in patients after pectus excavatum repair.	We report the findings of a three-year prospective observational study elucidating long-term symptoms and complications of patients who underwent minimally invasive pectus excavatum repair with intercostal nerve cryoablation with specific attention to postoperative pain control associated with the cryoablation technique. Surveys were administered to patients who underwent bar placement for pectus excavatum with intercostal nerve cryoablation from 2017 to 2021 regarding pain scores, pain medication usage, and limitations to activity beginning on the day of surgery, on the day of discharge, and at two-week and three-month follow-up. Of 110 patients, forty-eight (44%) completed the discharge survey; sharp pain and pressure on the first postoperative night were the most described pain characteristics, most frequently in the middle of the chest. On follow-up, 55% of patients reported tolerable residual pain at two weeks and 41% at three months, with 25% requiring intermittent pain medication at three months. There were three readmissions for inadequate pain control and 110 calls to the surgery clinic by three-month follow-up, most commonly for persistent pain and frequent popping sensation with movement. Although cryoablation is an excellent pain control modality, these data suggest that patients underreport functional symptoms and experience more frequent discomfort and alteration of daily living activities.
35232599	sent_to_llm		1.0000	borderline	insufficient_info	primary_rct	0.7637	0.7637	0.0	0.0000	0.7000	normal	Journal Article	2022	Infectious complications of intercostal nerve cryoablation mediated by perioperative hypothermia during pediatric Nuss procedure.	Intercostal nerve cryoablation (cryoanalgesia) is increasingly used for pain control in minimally invasive repair of pectus excavatum (MIRPE) by Nuss procedure. Cryoanalgesia may lower core body temperature and increase the risk of postoperative infectious complications. We investigated cryoanalgesia effects on infectious complications following MIRPE. We performed a retrospective review of patients undergoing MIRPE at our institution. Patients treated via multimodal analgesia with cryoanalgesia (Cryo) were compared to patients treated via multimodal analgesia +/- elastomeric pain pumps (Non-cryo). Core body and intraoperative minimum/maximum temperatures were recorded. Primary outcomes were wound infection and pneumonia; secondary outcome was length of stay (LOS). Fisher's Exact and Mann-Whitney U tests compared proportions and medians respectively, p-value ≤ 0.05 being significant. 80 patients were included, 35(43.7%) Cryo and 45(56.3%) Non-cryo. There were no significant differences in median [IQR] for age(15[13.3,16.0];p =0.86), number of bars inserted (2[1,2];p = 0.57), or operative time(123.5[98.3, 148.8]; p = 0.11) between the two groups. We found no significant differences in median [IQR] minimum temperature (35.4°C [35.0,35.8];p = 0.76), median change in intraoperative temperature (-0.13°C [-0.44,0.00];p = 0.94) or median recovery temperature (-1.10°C [-1.56,-0.65]; p = 0.59) between Cryo and Non-cryo. PACU temperature was significantly lower in the Cryo group, 36.4°C [36.2,36.6] p = 0.04. There were no postoperative wound infections in either group and no significant difference in incidence of postoperative pneumonia (8.57% versus 2.22%,p =  0.31) or median[IQR] for LOS (4[3,4];p = 0.57), between Cryo and Non-cryo patients. Although cryoanalgesia for MIRPE resulted in lower core body temperature, there appears to be no significant difference between Cryo and Non-Cryo patients for LOS or infectious complications.
34823843	sent_to_llm		1.0000	include	off_topic	primary_rct	0.7564	0.7564	0.0	0.0000	0.6000	normal	Journal Article	2021	Next day discharge after the Nuss procedure using intercostal nerve cryoablation, intercostal nerve blocks, and a perioperative ERAS pain protocol.	The Nuss procedure for pectus excavatum has historically been associated with significant postoperative pain, which has been the major factor contributing to hospital length of stay (LOS). A single-institution, prospective study of 40 consecutive patients undergoing Nuss bar placement for pectus excavatum between November 2019 and January 2021 was conducted to assess the effectiveness of a multimodality pain management protocol. All patients received T3-T8 intercostal nerve cryoablation (INC), T3-T8 bupivacaine intercostal nerve blocks, Exparel at the skin incisions, and management with a perioperative analgesia regimen that minimized narcotic usage. The primary outcome was LOS. Secondary outcomes included opioid use, pain scores, and time to sensory recovery. 37/40 patients (92.5%) were discharged home on postoperative day (POD) 1, and 3/40 (7.5%) were discharged on POD 2 (mean LOS = 1.1 days). The median average postoperative pain score was 2/10. After eliminating IVPCA from our protocol, total oral morphine equivalent (OME) decreased by 73% (55.5 mg to 15 mg) with no change in pain scores or discharge timing. INC combined with bupivacaine intercostal nerve blocks and a pre- and post-hospital analgesia protocol facilitated discharge one day after the Nuss procedure, achieved excellent pain control, and eliminated the need for intravenous opioids.
34670678	sent_to_llm		1.0000	include	off_topic	adjacent_meta_analysis	0.7318	0.7318	0.0	0.0000	0.6000	normal	Journal Article	2021	Same-day discharge following the Nuss repair: A comparison.	Intercostal Nerve Cryoablation (INC) has significantly improved pain control following the Nuss repair of pectus excavatum (PE). This study sought to evaluate patients undergoing the Nuss repair with INC compared to the Nuss repair with an ERAS protocol, INC, and intercostal nerve blocks (INB). In June 2020, a new protocol was implemented involving surgery, anesthesia, nursing, physical therapy, and child life with the goal of safe same day discharge for patients undergoing the Nuss repair. They were compared to a control group who underwent the Nuss repair with INC alone in 2017-2019. The primary outcome measure was hospital length of stay (LOS) in hours, secondary outcomes were number of patients discharged on postoperative day (POD) 0, and returns to the emergency department (ED), urgent care (UC), and operating room (OR). The characteristics between the groups were the same (Table 1). The mean LOS was 11.8 h in the INB group versus 58.2 h in the INC group, p < 0.01. 10 of 15 patients in the INB group went home on POD 0 (average of 5.5 h postop), versus 0 patients in the INC only group, p < 0.01. Five patients in the INB stayed overnight. Two patients stayed owing to anxiety, one owing to urinary retention, one owing to nausea, and one owing to drowsiness. None stayed for pain control. Four patients in the INC group returned to the ED for pain control, versus 0 in the INB group, and 1 patient in the INB returned to UC for constipation. The majority of patients undergoing the Nuss repair of PE with a multidisciplinary regimen of pre and postoperative nursing education, precise intraoperative anesthesia care, performance of direct vision INB and INC, as well as careful surgery can go home on the day of surgery without adverse outcomes or unanticipated returns to the hospital. Level II.
34560787	sent_to_llm		1.0000	borderline	off_topic	adjacent_review	0.7046	0.7046	0.0	0.0000	0.6000	normal	Journal Article	2021	Variations in Nuss Procedure Operative Techniques and Complications: A Retrospective Review.	The Nuss procedure is the most common and preferred operative correction of pectus excavatum. Surgeon preference and patient factors can result in variations in Nuss procedure technique. We hypothesize that certain techniques are associated with increased risk of complications. We performed a single-center retrospective review of Nuss operations from 2016 to 2020. Variations in intraoperative techniques included sternal elevator (SE) use, number of bars placed, and usage of bilateral stabilizing sutures. Patient demographics, intraoperative data, and postoperative outcomes were reported as median with interquartile ranges or percentages. Statistical significance (p < 0.05) was determined with Wilcoxon's rank-sum and chi-square tests. Multivariate analysis was performed to control for introduction of intercostal nerve cryoablation and surgeon volume, and reported as odds ratio with 95% confidence interval. Two hundred and sixty-five patients were identified. Patients repaired with two bars were older with a larger Haller index (HI). Patient demographics were not significantly different for SE or stabilizing suture use. Placement of two bars was associated with significantly increased risk of readmission. Similarly, SE use was associated with increased risk of pleural effusion and readmission. Finally, the use of bilateral stabilizing sutures resulted in less frequent slipped bars without statistical significance. Older patients with a larger HI were more likely to need two bars placed to repair pectus excavatum. Placement of multiple bars and SE use are associated with significantly higher odds of certain complications.
33977693	auto_exclude	language	1.0000	exclude	language	off_topic	0.8383	0.8383	0.0	0.0000	0.6000	normal	Journal Article	2021	[Intercostal nerve cryoablation in correction of pectus excavatum in adults].	To evaluate an effectiveness of cryoanalgesia in older patients with pectus excavatum and to determine feasibility of further research. We have developed an original technique of intercostal nerve cryoablation for correction of pectus excavatum in adults. The results of intercostal nerve cryoablation during correction of pectus excavatum in 10 older patients were analyzed. Postoperative outcomes were followed-up over a period of 4 - 12 months. There were no perioperative surgical complications. In 1 case, moderate pain syndrome persisted for 3 months after surgery (mean VAS score 2±1.3). In 9 months, mean VAS score was 0.6±0.6 in a month after surgery. Intercostal nerve cryoablation in correction of pectus excavatum in adults may be an alternative to the current methods of regional analgesia. Further research is requried to achieve objective information.
33678403	sent_to_llm		1.0000	include	off_topic	primary_rct	0.7401	0.7401	0.0	0.0000	0.6000	normal	Journal Article	2021	Same day discharge for pectus excavatum-is it possible?	The use of intercostal nerve cryoablation (INC) has been an effective modality for treating pain in patients undergoing pectus excavatum (PE) repair. This study sought to evaluate if PE patients undergoing Nuss procedures with INC and intercostal nerve block (INB) could safely be discharged the same day of surgery. A prospective study with IRB approval of 15 consecutive patients undergoing PE Nuss repair with INC, INB, and an enhanced recovery after surgery (ERAS) protocol was conducted. The primary outcome measure was hospital length of stay (LOS) in hours. Secondary variables included same day discharge, postoperative complications, emergency department (ED) visits, urgent care (UC) visits, opioid use, and return to the operating room (OR). LOS averaged 11.9 h amongst 15 patients. Ten patients (66.7%) went home on postoperative day (POD) 0, and the rest went home on POD 1. No patients stayed in the hospital due to pain. Reasons for failure to discharge included urinary retention, drowsiness, vomiting, and anxiety, but not pain. No patients were readmitted to the ED. One patient visited UC for constipation. One patient had bar migration requiring return to the OR for revision. Ten (66.7%) patients did not use opioids after discharge. Same day discharge is feasible and safe in PE patients undergoing Nuss procedure with INC and INB. INC with INB can adequately control pain without significant complications. Same day discharge can be safely considered for PE patients undergoing Nuss procedure with INC with INB. Prognosis study LEVEL-OF-EVIDENCE RATING: Level II.
33210165	sent_to_llm		1.0000	include	population_mismatch	primary_rct	0.7792	0.7792	0.0	0.0000	0.5000	normal	Journal Article	2020	Cryoablation is associated with shorter length of stay and reduced opioid use in pectus excavatum repair.	The use of intercostal nerve cryoablation (INC) is becoming increasingly common in patients undergoing pectus excavatum (PE) repair. This study sought to evaluate the use of INC compared to traditional use of thoracic epidural (TE). A retrospective review of 79 patients undergoing PE repair with either INC or TE from May 2009 to December 2019 was conducted. The operations were performed by four surgeons who worked together at four different hospitals and have the same standardized practice. The primary outcome measure was hospital length of stay (LOS). Secondary variables included surgical time, total operating room time, operating room time cost, total hospital cost, inpatient opioid use, long-term opioid use after discharge, and postoperative complications. LOS decreased to 2.5 days in the INC group compared to 5 days in the TE group (p < 0.0001). Surgical time was increased in the INC group, but there was no difference in total OR time. The INC group experienced significantly lower hospital costs. Total hospital opioid administration was significantly lower in INC group, and there was a significant decrease in long-term opioid use in the INC group. INC is a newer modality that decreases LOS, controls pain, and results in overall cost savings. We recommend that INC be included in the current practice for postoperative pain control in PE patients undergoing Nuss procedure.
33199059	sent_to_llm		1.0000	include	off_topic	primary_rct	0.8644	0.8644	0.0	0.0000	0.5000	normal	Journal Article	2020	Intercostal nerve cryoablation is associated with lower hospital cost during minimally invasive Nuss procedure for pectus excavatum.	Minimally invasive repair of pectus excavatum (Nuss procedure) is associated with significant pain, and efforts to control pain impact resource utilization. Bilateral thoracic intercostal nerve cryoablation has been proposed as a novel technique to improve post-operative pain control, though the impact on hospital cost is unknown. We conducted a retrospective study of patients undergoing a Nuss procedure from 2016 to 2019. Patients who received cryoablation were compared to those that received traditional pain control (patient-controlled analgesia or epidural). Outcome variables included postoperative opioid usage (milligram morphine equivalents, MME), length of stay (LOS), and hospital cost. Thirty-five of 73 patients studied (48%) received intercostal nerve cryoablation. LOS (1.0 vs 4.0 days, p < 0.01) and total hospital cost ($21,924 versus $23,694, p = 0.04) were decreased in the cryoablation cohort, despite longer operative time (152 vs 74 min, p < 0.01). Cryoablation was associated with decreased opioid usage (15.0 versus 148.6 MME, p < 0.01) during the 24 h following surgery and this persisted over the entire postoperative period, including discharge opioid prescription (112.5 vs 300.0 MME, p < 0.01). Bilateral intercostal nerve cryoablation is associated with decreased postoperative opioid usage and decreased resource utilization in pediatric patients undergoing a minimally invasive Nuss procedure for pectus excavatum. Retrospective comparative study, level III.
32929487	sent_to_llm		1.0000	include	off_topic	adjacent_meta_analysis	0.8582	0.8582	0.0	0.0000	0.5000	normal	Journal Article;Meta-Analysis;Systematic Review	2020	Intercostal nerve cryoablation versus thoracic epidural for postoperative analgesia following pectus excavatum repair: a systematic review and meta-analysis.	Minimally invasive pectus excavatum repair via the Nuss procedure is associated with significant postoperative pain that is considered as the dominant factor affecting the duration of hospitalization. Postoperative pain after the Nuss procedures is commonly controlled by thoracic epidural analgesia. Recently, intercostal nerve cryoablation has been proposed as an alternative method with long-acting pain control and shortened hospitalization. The subsequent objective was to systematically review the outcomes of intercostal nerve cryoablation in comparison to thoracic epidural after the Nuss procedure. Six scientific databases were searched. Data concerning the length of hospital stay, operative time and postoperative opioid usage were extracted. If possible, data were submitted to meta-analysis using the mean of differences, random-effects model with inverse variance method and I2 test for heterogeneity. Four observational and 1 randomized study were included, enrolling a total of 196 patients. Meta-analyses demonstrated a significantly shortened length of hospital stay [mean difference -2.91 days; 95% confidence interval (CI) -3.68 to -2.15; P < 0.001] and increased operative time (mean difference 40.91 min; 95% CI 14.42-67.40; P < 0.001) for cryoablation. Both analyses demonstrated significant heterogeneity (both I2 = 91%; P < 0.001). Qualitative analysis demonstrated the amount of postoperative opioid usage to be significantly lower for cryoablation in 3 out of 4 reporting studies. Intercostal nerve cryoablation during the Nuss procedure may be an attractive alternative to thoracic epidural analgesia, resulting in shortened hospitalization. However, given the low quality and heterogeneity of studies, more randomized controlled trials are needed.
32166917	sent_to_llm		1.0000	include	off_topic	off_topic	0.7327	0.7327	0.0	0.0000	0.5000	normal	Journal Article	2020	Thoracoscopic cryoanalgesia: A new strategy for postoperative pain control in minimally invasive pectus excavatum repair.	Recent publications report early discharge and low opioid requirements after minimally invasive pectus excavatum repair treated with bilateral intercostal nerve cryoablation. Our aim is to report our initial experience with this technique. Retrospective analysis of medical records of patients undergoing bilateral thoracoscopic cryoanalgesia during minimally invasive pectus excavatum repair within our institution from September 2018 to March 2019. A cryoprobe was applied at -70 ºC for 2 minutes each from the 3rd to the 7th intercostal nerves bilaterally under thoracoscopic control. Postoperative pain was assessed using a visual analogue scale (VAS). Twenty-one patients were included. Ninety percent were male, the mean age being 15.2 ± 4.29 years, and the mean weight being 53.6 ± 15.33 kg. The average Haller index was 5.1 ± 2.97, and the mean repair index was 37.6 ± 13.77%. The mean number of implants introduced was 2.55 ± 0.74. The mean duration of cryoanalgesia was 39.9 ± 21.1. No patients received epidural anesthesia. Mean postoperative stay was 1.64 ± 0.73 days. Seventy-one percent of the patients required 1 dose of opioids at the most for postoperative pain control. According to the VAS, the average pain score on postoperative days 1, 3, 7, and 21 was 2.55, 2.01, 0.5, and 0.06, respectively. Bilateral thoracoscopic cryoanalgesia during minimally invasive pectus excavatum repair leads to early discharge and good postoperative pain control in all cases. Cryoanalgesia has become our treatment of choice for pain control in the thoracoscopic repair of pectus excavatum.
